"Product ID [Non Editable]","Variant ID [Non Editable]","Product Type [Non Editable]","Product Page","Product URL","Title","Description","SKU","Option Name 1","Option Value 1","Option Name 2","Option Value 2","Option Name 3","Option Value 3","Option Name 4","Option Value 4","Option Name 5","Option Value 5","Option Name 6","Option Value 6","Price","Sale Price","On Sale","Stock","Categories","Tags","Weight","Length","Width","Height","Visible","Hosted Image URLs"
"","b2bcfb60-4a23-4a85-ab7c-152b79b6249e","","","","","","SQ7084229","Print Image","Snoopy Honey Moon","","","","","","","","","","","72.00","27.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","23058181-5b36-4bdd-86f9-cbbc33982a2d","","","","","","SQ4972868","Print Image","Snoopy Honey Moon Blk Edt","","","","","","","","","","","72.00","27.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","17489e6a-da9c-401b-aae6-ae4b833212ad","","","","","","SQ0264971","Print Image","The Last Elephant","","","","","","","","","","","72.00","27.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","00e9ea6d-d0a1-4875-a268-8107c1d94434","","","","","","SQ4131514","Print Image","Dagger Ram","","","","","","","","","","","72.00","27.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","ae6b30f6-02b2-45e4-9a92-c5c60aafe348","","","","","","SQ9937788","Print Image","Dagger Horse","","","","","","","","","","","72.00","27.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","0beb26ff-e036-4d34-91fd-59ff125241f5","","","","","","SQ2787715","Print Image","Dagger Cheetah","","","","","","","","","","","72.00","27.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"5f571490aea09f618e7a4bae","a36f092a-582e-4b31-b976-1c01fe002993","PHYSICAL","shop","dagger-the-ram","The Ram / Limited Edition Print Hand Signed and Numbered  / Unframed","<p class="""" style=""white-space:pre-wrap;""><strong>Limited Edition Prints</strong> of 15 / Hand Signed and Numbered </p><p class="""" style=""white-space:pre-wrap;""><strong>Paper:</strong>&nbsp;&nbsp;19"" x 29""</p><p class="""" style=""white-space:pre-wrap;"">Framed: 23 x 33 inch</p><p class="""" style=""white-space:pre-wrap;"">Embossed Customized Hand Stamped for Authenticity.</p><p class="""" style=""white-space:pre-wrap;"">For orders with Frames Included please contact info@yelenayork.com</p><p class="""" style=""white-space:pre-wrap;"">Please note that prices will vary between different platforms and galleries.</p><p class="""" data-rte-preserve-empty=""true"" style=""white-space:pre-wrap;""></p><p class="""" data-rte-preserve-empty=""true"" style=""white-space:pre-wrap;""></p><p class="""" data-rte-preserve-empty=""true"" style=""white-space:pre-wrap;""></p><p class="""" data-rte-preserve-empty=""true"" style=""white-space:pre-wrap;""></p><p class="""" style=""white-space:pre-wrap;"">	 		 	</p><p class="""" data-rte-preserve-empty=""true"" style=""white-space:pre-wrap;""></p><p class="""" data-rte-preserve-empty=""true"" style=""white-space:pre-wrap;""></p>","SQ3548390","","","","","","","","","","","","","4500.00","0.00","No","8","pointillism, stippling","ram, edition prints","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1639599316647-Y1R1656ALW2IZBNF8JOJ/yelena%2520york%25203%2520dagger.jpg https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1599548672514-2L0DIXZLHTHJ6016B5WK/ram.jpg https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1599548332001-OU5HQ9B9IRCIHMERUZQ6/close%2Bup%2BRam.jpg https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1599547941779-ZHZKNTWO26YPAR9L93OX/7.+Dagger+RAM.jpg https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1599548346640-ZYX119QGSIC9XOKNFAW2/close%2Bup%2BRam%2B3.jpg"
"5f572d816993cf0a0ffcd1de","abbc1df2-0e56-44e9-bdc5-4334621a6ede","PHYSICAL","shop","shelby-cobra-limited-edition-print-framed","Shelby Cobra / Limited Edition Print Hand Signed and Numbered / Unframed ","<p class="""" style=""white-space:pre-wrap;""><strong>Limited Edition Prints</strong> of 15 / Hand Signed and Numbered </p><p class="""" style=""white-space:pre-wrap;""><strong>Paper:</strong>&nbsp;&nbsp;19"" x 29""</p><p class="""" style=""white-space:pre-wrap;"">Embossed Customized Hand Stamped for Authenticity.</p><p class="""" style=""white-space:pre-wrap;"">For orders with Frames Included please contact info@yelenayork.com</p><p class="""" style=""white-space:pre-wrap;"">Please note that prices will vary between different platforms and galleries.</p>","SQ2159858","","","","","","","","","","","","","4500.00","0.00","No","8","","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1599548814572-E4TED5P5RU7VY89UMFV2/square%2Bshelby.jpg https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1599933537443-L78CG9CNOQUXWK1VPLQ2/Set+my+works.jpg https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1599548823038-FDRQOFYPDOIYW5K82HZM/Shelby%2Bblack%2Bwall.jpg https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1599548830292-GQP04TSLEP0Q600N2G2F/shelby-cobra-pen-and-ink-pointillism-4__880.jpg https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1599548844679-GZ64TVOYK0YFK5ER773Z/soze%2Broom%2B3%2Bworks%2Bblack%2Bwalls.jpg https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1599933582134-4FAV89O0I9OXIST4QWH3/img_1334.jpg"
"5f572efd97a94b5ab666261b","e5523a2a-b07f-42b9-98e9-6b9cd403a3ab","PHYSICAL","shop","die-in-chanel-bw-limited-edition-print-framed","Die in Chanel: BW / Limited Edition Print Hand Signed and Numbered/ Unframed","<p class="""" style=""white-space:pre-wrap;""><strong>Limited Edition Prints</strong> of 15 / Hand Signed and Numbered </p><p class="""" style=""white-space:pre-wrap;""><strong>Paper:</strong>&nbsp;&nbsp;19"" x 29""</p><p class="""" style=""white-space:pre-wrap;"">Embossed Customized Hand Stamped for Authenticity.</p><p class="""" style=""white-space:pre-wrap;"">For orders with Frames Included please contact info@yelenayork.com</p><p class="""" style=""white-space:pre-wrap;"">Please note that prices will vary between different platforms and galleries.</p><p class="""" data-rte-preserve-empty=""true"" style=""white-space:pre-wrap;""></p>","SQ6061110","","","","","","","","","","","","","4500.00","0.00","No","14","","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1599549184997-V2LJZN432XVFX2EXJA3W/GOLD%2Bchanel%2Bsquare.jpg https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1599549218507-OH1QSLJR2V4WS2RFWEX6/chanel-granade-close-up.jpg https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1599549229942-LKD58LU6XBGKBBQTPAZG/IMG_8618.jpeg https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1599549242378-JYH6E0GITSIKK70IWZ5T/ram+chanel+shelby+set.png https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1599549264944-79O1DD1ZRFLQRDKK7QY4/IMG_6507.jpeg"
"5f5cd66ecc4aa14cfe6ae3b2","40b766c6-a439-4d89-a7aa-71a2578c9cb8","PHYSICAL","shop","vintage-gloves","Vintage Gloves Hand Signed and Numbered / Framed","<p class="""">XS Hand Signed and numbered Prints</p><p class="""">Edition Run 50</p><p class="""">Framed 21” x 27”</p><p class="""">Paper Size: 14” x 20”</p><p class="""">Embossed Customized Hand Stamped for Authenticity.</p><p class="""">Comes Framed</p><p class=""""></p>","SQ5340034","","","","","","","","","","","","","2500.00","0.00","No","9","","boxing gloves, stippling, pointillism, ink art, vintage gloves, vintage, limited edition","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1599921881223-NJDDS7GZJV3EU5ZVAG4V/EC277422-1A1F-4C8A-A155-325C0B30AC2B-865D4DF3-6BF8-48ED-8DB5-5504999B9CA2.jpeg"
"5f5d01edcc4aa14cfe6fa1e4","ed8a7668-5579-4bd2-9b97-ffbb85d46bfd","PHYSICAL","shop","snoopy-blue-moon","Snoopy ""Blue Moon"" Framed","<p class="""" style=""white-space:pre-wrap;"">Edition Run: 15 AP’s  ( Framed )</p><p class="""" style=""white-space:pre-wrap;"">Size Large: 29”x 36”</p><p class="""" style=""white-space:pre-wrap;"">Limited Edition Prints are Artist Proofs ( AP’s ) with  metallic paint hand embellishment . </p><p class="""" style=""white-space:pre-wrap;"">To add framing on the order please contact info@yelenayork.com</p>","SQ0707011","","","","","","","","","","","","","4500.00","0.00","No","8","","snoopy, blue moon, peanuts, stippling, limited edition, edition prints","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1599930862489-ZM95CPUANCNMQCQ2MV8O/Blue%2BMoon%2BSnoopy%2Bframed.jpg https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1599931016057-QLCBM3UBCWEYNK9OEWXF/L1010162.jpg"
"5f5d02fb95f3c97d384f1cfc","9fca98b2-ff71-43c3-b8f4-94349a17252a","PHYSICAL","shop","snoopy-honey-moon","Snoopy ""Honey Moon"" unframed","<p class="""" style=""white-space:pre-wrap;"">Edition Run: 15 AP’s  ( unframed )</p><p class="""" style=""white-space:pre-wrap;"">Size: 23.5”x 30”</p><p class="""" style=""white-space:pre-wrap;"">Limited Edition Prints - Hand Signed /Numbered and are Artist Proofs ( AP’s ) with  metallic paint hand embellishment . </p><p class="""" style=""white-space:pre-wrap;"">To add framing on the order please contact info@yelenayork.com</p>","SQ3393584","","","","","","","","","","","","","3500.00","0.00","No","8","","snoopy, honey moon, peanuts, limited edition, edition prints","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1599931351377-KKH8RCVC7TXWICA8STU2/gold%2Bsnoopy.%2Bsquare.jpg https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1599931221927-FSWL7DBUETEEY74SZPIP/snoppy.jpg https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1599931244273-D05P2NXGKGVUZDP9CDWO/IMG_4569.jpeg"
"5fcef8c98b174454e9941a0a","86af2b0e-7986-42ab-b879-ff1406f889c6","PHYSICAL","shop","king-of-chess-34-x-50-framed","King of Chess Framed","<p class="""" style=""white-space:pre-wrap;"">Limited Edition of only 10 / Hand Signed and Numbered / </p><p class="""" style=""white-space:pre-wrap;"">Framing included - Campaign gold molding - box frame ready to hang. /</p><p class="""" style=""white-space:pre-wrap;"">Framed Size: 34” x 50” </p>","SQ5431100","","","","","","","","","","","","","10000.00","0.00","No","5","stippling, chess pieces","king of chess, chess, queen of chess, queens gambit, ink art, stippling, pointillism, chess art, details, limited edition chess","0.0","34.0","2.0","50.0","Yes","https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1607399775652-1R3RQ7KT4SOFYE2QVLXZ/me+and+chess+pieces+gold+frame.jpg https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1607399781194-V0DH2VAX9SWSFSKMAK4G/King%2BChess.jpg https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1607399785076-3YJFP9MUANU5Y0L2F5CU/chess%2Bking%2Bdetails.jpeg"
"5fcefab41901dd4d2ec9d7f3","1d4ed070-002f-4fe7-a490-342a1809f29c","PHYSICAL","shop","queen-of-chess-framed","Queen of Chess Framed ","<p class="""" style=""white-space:pre-wrap;"">Limited Edition of only 10 / Hand Signed and Numbered / </p><p class="""" style=""white-space:pre-wrap;"">Framing included - Campaign gold molding - box frame ready to hang. /</p><p class="""" style=""white-space:pre-wrap;"">Framed Size: 34” x 50” </p>","SQ4885570","","","","","","","","","","","","","10000.00","0.00","No","5","","","0.0","34.0","2.0","50.0","Yes","https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1607400167446-JF1WE8QP39UIT36LEZ2O/me+and+chess+pieces+gold+frame.jpg https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1607400176502-D33O3307VSLIIP4WL16G/IMG_1259.jpeg https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1607400178537-M3U3G410ROMO77OJ9SM6/img_0198.jpeg"
"600b5ec00210533f9f08ae32","6eddff1b-6cec-48eb-8995-cbaffb7dda28","PHYSICAL","shop","miniture-chanel-framed","Miniture Chanel Framed","<p class="""" style=""white-space:pre-wrap;"">Framed Size: 10.5” x 13.5”</p><p class="""" style=""white-space:pre-wrap;"">Free Shipping</p>","framed chanel","","","","","","","","","","","","","220.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1611357904862-IIHN1W44A8BGK035WR61/IMG_6457.jpg https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1611358595844-5VY4UN2G88EU8E5VFCUC/FullSizeRender-1.jpeg"
"601495c52c85392c6b4d9fc4","b2c8a7c2-6fee-4d84-ad9d-e1b3eb37270c","PHYSICAL","shop","vomq0ze7w70lg475mvzasuxkpejlxi","Shelby Cobra Limited Edition Print Framed 34” x 50” ","<p class="""" style=""white-space:pre-wrap;"">Limited Edition Prints</p><p class="""" style=""white-space:pre-wrap;"">Edition Run: 10 </p><p class="""" style=""white-space:pre-wrap;"">Famed size: 34” x 50” </p><p class="""" style=""white-space:pre-wrap;"">Comes in a custom made white matte Box Frame with Plexi glass.</p>","SQ1290979","","","","","","","","","","","","","10000.00","0.00","No","4","","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1612043185912-KNUK5QEAS5PODBULL29M/shelby+wallpaper.jpg https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1611961837061-8G3WFHOUFYZL65IYF137/Shelby-Cobra-pen-and-ink-Pointillism-4__880.jpg https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1611961900027-YM1BSN501SQXULDQDQNN/shelby+cobra.JPG https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1611961905719-OQ2QH3C6I57HSPUQ3U9I/shelby4.jpg"
"6053a6ab958aed2d3278ba32","aa28ace0-04c4-4b66-9cbf-10c08ec103a1","PHYSICAL","shop","evil-eye-amulet","Evil Eye Amulet","<p class="""" style=""white-space:pre-wrap;"">Evil Eye Amulet is created to bring you Blessings and Protection when needed. All Evil Eye Amulets have been Charged, Blessed and Activated during the Waxing Moon.</p><p class="""" style=""white-space:pre-wrap;"">Size: 1 inch </p><p class="""" style=""white-space:pre-wrap;"">Limited Edition of 500 ( once sold out wont be made again)</p>","SQ3477182","","","","","","","","","","","","","125.00","0.00","No","49","amulets","evil eye, amulets, protection charm, waxing moon","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1616094966349-C4WYD6IFSHJEZR8Q03HN/FullSizeRender.jpg https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1616095033624-E6AAPQYXRAS58O6GNUS6/FullSizeRender-5.jpg https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1616103731141-L4MYW6MYA354JLYZN06S/IMG_2401.jpg https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1616103316621-F5GWP7AP0AO7U23OR669/IMG_3073.jpg https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1616095020599-A2MRFDS0N8ISG3HJ9D89/FullSizeRender-4.jpg https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1616095000533-37BJA4FZHQUGR78N2RPX/FullSizeRender-3.jpg https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1616094989999-1ZIG2A6GX4KEL6YO8WVN/FullSizeRender-2.jpg https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1616108261630-CPWMLSXBVUDQ505JCXNL/FullSizeRender-1.jpg https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1616108283145-RVSP6UNY76ATNMIT3JOL/FullSizeRender.jpg"
"6078a5e9625f645f3a19d45c","c98e933f-24bf-4d21-84da-654260f2101c","PHYSICAL","shop","framed-limited-edition-prints-hand-signed-and-numbered","Framed Limited Edition Prints / Hand Signed and Numbered ","<p class="""" style=""white-space:pre-wrap;"">Stippling Art of Vintage Boxing Gloves </p><p class="""" style=""white-space:pre-wrap;""><strong>Limited Edition Prints - Edition Run 10</strong></p><p class="""" style=""white-space:pre-wrap;""><strong>Hand Signed/ Numbered</strong></p><p class="""" style=""white-space:pre-wrap;""><strong>Framed Size :34” x 50” </strong></p><p class="""" data-rte-preserve-empty=""true"" style=""white-space:pre-wrap;""></p>","SQ5891438","","","","","","","","","","","","","10000.00","0.00","No","3","","","0.0","50.0","0.0","34.0","Yes","https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1618519544935-QYBPH6GPWBZ1V41S8699/boxing+paris.jpg https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1618519598822-0PJIXM6ZCYU1F1TWQ9RI/boxing+gloves+close+up+crop.jpg https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1618519692073-WPAZE2WWH7GMT2V9T6NX/close+up+gloves+and+me.jpg https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1618519655341-3JNDDGSHUSOHP0UZ5IZP/boxing+gloves+VSCO+IG+post.jpg https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1618519696947-9BJ2158WKIWF48JCNPVW/yelena-york-boxing-gloves.jpg https://images.squarespace-cdn.com/content/v1/590c3f922e69cf76647bcdfe/1618519703481-GJRDNL2ZWKD9XDRDJMF4/final+render+boxing+gloves.jpg"
